EmployeeID,FirstName,LastName,Gender,Age,Department,JobRole,Education,MaritalStatus,Salary,Experience,JoiningDate,PerformanceRating,Attrition,Overtime,WorkMode,State,Manager,AgeGroup,SalaryBand,ExperienceLevel,Tenure,JoiningYear
EMP03761,Rohit,Gupta,Male,42,HR,HR Executive,Bachelor,Married,854165,12,2023-12-09,4,No,No,Remote,Telangana,N. Gupta,41-50,High,Senior,2.6,2023
EMP03762,Ananya,Verma,Female,28,Sales,Sales Executive,MBA,Married,625222,4,2024-03-14,5,No,No,Office,Maharashtra,P. Rao,21-30,Medium,Junior,2.3,2024
EMP03763,Rohit,Das,Male,40,Finance,Accountant,Master,Divorced,1239655,17,2022-03-24,2,No,No,Hybrid,Karnataka,R. Mehta,31-40,Very High,Senior,4.3,2022
EMP03764,Ishita,Nair,Female,40,IT,System Admin,Bachelor,Divorced,1235036,16,2021-03-10,3,No,No,Remote,Karnataka,P. Rao,31-40,Very High,Senior,5.3,2021
EMP03765,Ishita,Patel,Female,33,Marketing,Marketing Executive,Bachelor,Married,789728,8,2026-01-01,4,Yes,Yes,Office,Maharashtra,S. Reddy,31-40,Medium,Mid-Level,0.5,2026
EMP03766,Kavya,Das,Male,21,IT,Senior Developer,MBA,Married,621807,0,2024-06-12,3,No,No,Hybrid,Delhi,A. Sharma,21-30,Medium,Fresher,2.1,2024
EMP03767,Rohit,Joshi,Male,42,IT,Software Engineer,Master,Married,1304560,19,2017-04-27,3,Yes,No,Remote,Kerala,S. Reddy,41-50,Very High,Senior,9.2,2017
EMP03768,Aditya,Nair,Female,30,IT,Senior Developer,Bachelor,Divorced,929865,7,2021-01-03,3,Yes,Yes,Office,Maharashtra,N. Gupta,21-30,High,Mid-Level,5.5,2021
EMP03769,Kiran,Kapoor,Male,37,Operations,Operations Executive,Master,Single,846560,8,2018-09-06,4,No,No,Remote,Delhi,A. Sharma,31-40,High,Mid-Level,7.8,2018
EMP03770,Meera,Gupta,Male,33,Sales,Sales Manager,Master,Single,651507,3,2017-02-07,5,No,Yes,Office,Delhi,S. Reddy,31-40,Medium,Junior,9.4,2017
EMP03771,Pooja,Patel,Male,27,Sales,Sales Manager,Diploma,Single,679073,5,2020-10-09,4,No,No,Remote,Andhra Pradesh,A. Sharma,21-30,Medium,Junior,5.7,2020
EMP03772,Kiran,Sharma,Male,33,Marketing,Digital Marketer,Diploma,Married,751666,8,2025-02-23,3,No,No,Remote,Kerala,A. Sharma,31-40,Medium,Mid-Level,1.4,2025
EMP03773,Vivaan,Gupta,Male,40,Operations,Operations Executive,Master,Single,1107402,16,2016-02-17,4,Yes,No,Remote,Tamil Nadu,P. Rao,31-40,High,Senior,10.4,2016
EMP03774,Aditya,Das,Female,40,IT,System Admin,Diploma,Single,1087635,12,2025-11-29,4,No,No,Office,Telangana,A. Sharma,31-40,High,Senior,0.6,2025
EMP03775,Vivaan,Singh,Female,45,IT,Senior Developer,MBA,Divorced,1149885,15,2021-07-12,3,No,Yes,Hybrid,Tamil Nadu,R. Mehta,41-50,High,Senior,5,2021
EMP03776,Ishita,Kapoor,Female,43,Marketing,Marketing Executive,Master,Married,955702,14,2025-05-07,3,No,No,Remote,Andhra Pradesh,N. Gupta,41-50,High,Senior,1.2,2025
EMP03777,Pooja,Das,Male,28,Marketing,Digital Marketer,Diploma,Single,659364,5,2017-08-06,3,No,No,Office,Andhra Pradesh,P. Rao,21-30,Medium,Junior,8.9,2017
EMP03778,Pooja,Naidu,Female,24,Operations,Operations Executive,Diploma,Single,618485,2,2023-10-12,4,No,No,Hybrid,Andhra Pradesh,R. Mehta,21-30,Medium,Fresher,2.7,2023
EMP03779,Rohit,Naidu,Female,34,Sales,Sales Manager,Bachelor,Single,819134,9,2017-10-16,2,No,No,Office,Kerala,S. Reddy,31-40,High,Mid-Level,8.7,2017
EMP03780,Arjun,Mishra,Female,28,Finance,Accountant,MBA,Divorced,816272,7,2025-10-05,3,Yes,Yes,Office,Kerala,S. Reddy,21-30,High,Mid-Level,0.7,2025
EMP03781,Arjun,Yadav,Male,25,Marketing,Marketing Executive,Diploma,Divorced,551788,1,2019-08-13,2,No,Yes,Office,Andhra Pradesh,S. Reddy,21-30,Medium,Fresher,6.9,2019
EMP03782,Nikhil,Yadav,Female,25,Operations,Operations Manager,Master,Single,562198,0,2023-03-09,2,No,No,Remote,Telangana,K. Singh,21-30,Medium,Fresher,3.3,2023
EMP03783,Kiran,Yadav,Male,44,Marketing,Marketing Executive,Bachelor,Married,980111,15,2023-11-19,3,No,No,Office,Andhra Pradesh,A. Sharma,41-50,High,Senior,2.6,2023
EMP03784,Nikhil,Reddy,Female,44,Sales,Sales Manager,Diploma,Married,1090758,17,2023-09-10,2,No,No,Office,Tamil Nadu,K. Singh,41-50,High,Senior,2.8,2023
EMP03785,Arjun,Singh,Female,33,Sales,Sales Manager,Master,Married,785924,8,2015-12-13,2,No,Yes,Office,Karnataka,A. Sharma,31-40,Medium,Mid-Level,10.6,2015
EMP03786,Sneha,Patel,Male,22,Sales,Sales Executive,Bachelor,Single,536073,0,2026-04-14,2,Yes,No,Office,Delhi,K. Singh,21-30,Medium,Fresher,0.2,2026
EMP03787,Kavya,Mishra,Male,41,Sales,Sales Executive,Master,Single,1015739,15,2018-10-08,2,No,No,Office,Delhi,A. Sharma,41-50,High,Senior,7.7,2018
EMP03788,Neha,Mishra,Female,29,IT,QA Engineer,Master,Married,740293,2,2024-11-06,3,No,No,Hybrid,Tamil Nadu,R. Mehta,21-30,Medium,Fresher,1.7,2024
EMP03789,Aisha,Kapoor,Female,34,Operations,Operations Manager,MBA,Single,991207,13,2023-11-03,3,No,No,Remote,Tamil Nadu,N. Gupta,31-40,High,Senior,2.7,2023
EMP03790,Rahul,Joshi,Male,49,IT,QA Engineer,Bachelor,Married,1377232,20,2023-12-26,5,No,Yes,Hybrid,Kerala,S. Reddy,41-50,Very High,Senior,2.5,2023
EMP03791,Aditya,Mishra,Male,34,Sales,Sales Executive,Bachelor,Single,898254,10,2016-06-11,2,No,No,Hybrid,Kerala,K. Singh,31-40,High,Mid-Level,10.1,2016
EMP03792,Nikhil,Rao,Female,32,Sales,Sales Executive,Bachelor,Single,595509,3,2016-08-02,5,No,Yes,Office,Telangana,A. Sharma,31-40,Medium,Junior,9.9,2016
EMP03793,Sneha,Yadav,Female,43,HR,HR Executive,MBA,Divorced,1115262,19,2020-10-16,3,No,Yes,Remote,Karnataka,K. Singh,41-50,High,Senior,5.7,2020
EMP03794,Sneha,Mishra,Female,38,Finance,Financial Analyst,Diploma,Single,1153155,15,2021-07-05,5,No,No,Hybrid,Karnataka,R. Mehta,31-40,High,Senior,5,2021
EMP03795,Arjun,Verma,Female,44,Sales,Sales Manager,Diploma,Divorced,1123897,17,2023-06-07,4,Yes,Yes,Remote,Kerala,S. Reddy,41-50,High,Senior,3.1,2023
EMP03796,Aarav,Rao,Female,34,IT,System Admin,Diploma,Divorced,1113505,12,2019-08-01,3,No,Yes,Office,Maharashtra,R. Mehta,31-40,High,Senior,6.9,2019
EMP03797,Neha,Gupta,Female,27,IT,Software Engineer,Bachelor,Single,816149,5,2017-07-03,5,No,Yes,Office,Tamil Nadu,S. Reddy,21-30,High,Junior,9,2017
EMP03798,Sneha,Kumar,Male,33,IT,QA Engineer,Diploma,Divorced,751185,3,2026-05-20,3,Yes,Yes,Office,Kerala,N. Gupta,31-40,Medium,Junior,0.1,2026
EMP03799,Priya,Verma,Male,22,IT,QA Engineer,Bachelor,Divorced,641991,0,2015-12-20,4,Yes,No,Office,Maharashtra,S. Reddy,21-30,Medium,Fresher,10.5,2015
EMP03800,Meera,Verma,Male,29,Marketing,Marketing Executive,Master,Single,653107,4,2025-06-18,5,No,No,Hybrid,Telangana,N. Gupta,21-30,Medium,Junior,1,2025
EMP03801,Kiran,Naidu,Female,31,Operations,Operations Manager,MBA,Divorced,604875,1,2016-10-20,3,No,No,Office,Karnataka,K. Singh,31-40,Medium,Fresher,9.7,2016
EMP03802,Ishita,Patel,Male,46,Operations,Operations Executive,MBA,Divorced,1219836,19,2016-07-13,2,No,No,Remote,Tamil Nadu,A. Sharma,41-50,Very High,Senior,10,2016
EMP03803,Neha,Kapoor,Male,32,IT,QA Engineer,MBA,Single,724389,2,2021-07-03,2,No,No,Office,Andhra Pradesh,P. Rao,31-40,Medium,Fresher,5,2021
EMP03804,Kavya,Mishra,Female,45,Finance,Accountant,Bachelor,Single,1244740,17,2022-08-14,5,No,Yes,Office,Karnataka,N. Gupta,41-50,Very High,Senior,3.9,2022
EMP03805,Aisha,Kapoor,Male,28,IT,Software Engineer,Master,Divorced,857247,5,2023-03-16,3,No,No,Office,Tamil Nadu,N. Gupta,21-30,High,Junior,3.3,2023
EMP03806,Pooja,Kapoor,Female,35,Finance,Accountant,Master,Divorced,976091,10,2023-06-01,5,Yes,No,Office,Tamil Nadu,A. Sharma,31-40,High,Mid-Level,3.1,2023
EMP03807,Ishita,Nair,Female,35,HR,HR Manager,Bachelor,Divorced,630586,6,2025-10-30,5,No,No,Remote,Maharashtra,R. Mehta,31-40,Medium,Mid-Level,0.7,2025
EMP03808,Kiran,Gupta,Male,37,Sales,Sales Executive,MBA,Divorced,982259,14,2015-05-04,2,No,No,Remote,Kerala,A. Sharma,31-40,High,Senior,11.2,2015
EMP03809,Aisha,Sharma,Female,23,Finance,Financial Analyst,MBA,Divorced,648000,0,2023-07-30,2,No,No,Hybrid,Andhra Pradesh,K. Singh,21-30,Medium,Fresher,2.9,2023
EMP03810,Sai,Yadav,Male,33,Finance,Accountant,MBA,Single,739349,4,2017-12-31,4,Yes,No,Office,Delhi,P. Rao,31-40,Medium,Junior,8.5,2017
EMP03811,Kavya,Sharma,Female,33,Finance,Financial Analyst,Master,Married,811805,6,2015-09-30,2,No,No,Remote,Delhi,R. Mehta,31-40,High,Mid-Level,10.8,2015
EMP03812,Vivaan,Rao,Female,43,Sales,Sales Manager,MBA,Married,1145536,19,2016-06-20,5,No,Yes,Office,Delhi,R. Mehta,41-50,High,Senior,10,2016
EMP03813,Neha,Singh,Female,45,Finance,Financial Analyst,Master,Married,1213629,18,2025-11-28,3,Yes,No,Remote,Maharashtra,K. Singh,41-50,Very High,Senior,0.6,2025
EMP03814,Nikhil,Rao,Female,40,Sales,Sales Executive,MBA,Divorced,992497,13,2017-05-09,2,No,No,Hybrid,Delhi,P. Rao,31-40,High,Senior,9.2,2017
EMP03815,Pooja,Sharma,Female,30,IT,Senior Developer,Bachelor,Divorced,749321,2,2025-09-12,4,No,Yes,Remote,Kerala,A. Sharma,21-30,Medium,Fresher,0.8,2025
EMP03816,Sneha,Mishra,Male,46,Operations,Operations Manager,Master,Married,1110010,17,2024-04-16,4,No,No,Remote,Karnataka,A. Sharma,41-50,High,Senior,2.2,2024
EMP03817,Neha,Yadav,Female,37,HR,HR Executive,Master,Married,817694,10,2016-11-22,3,Yes,No,Hybrid,Kerala,N. Gupta,31-40,High,Mid-Level,9.6,2016
EMP03818,Aarav,Sharma,Female,38,Marketing,Marketing Executive,MBA,Married,1093162,17,2018-05-09,3,No,No,Office,Kerala,R. Mehta,31-40,High,Senior,8.2,2018
EMP03819,Rahul,Verma,Female,34,Sales,Sales Manager,MBA,Married,977392,13,2019-07-05,5,No,No,Remote,Kerala,N. Gupta,31-40,High,Senior,7,2019
EMP03820,Sneha,Rao,Female,31,IT,Senior Developer,Master,Divorced,876652,7,2023-01-08,4,No,No,Remote,Telangana,K. Singh,31-40,High,Mid-Level,3.5,2023
EMP03821,Vivaan,Joshi,Male,40,HR,HR Manager,Bachelor,Single,917188,13,2016-12-19,3,No,Yes,Remote,Andhra Pradesh,R. Mehta,31-40,High,Senior,9.5,2016
EMP03822,Meera,Das,Female,29,HR,HR Executive,MBA,Married,684805,6,2015-04-18,5,Yes,No,Remote,Maharashtra,K. Singh,21-30,Medium,Mid-Level,11.2,2015
EMP03823,Ishita,Mishra,Female,35,Marketing,Marketing Executive,Master,Married,934773,12,2018-04-25,5,No,No,Office,Kerala,R. Mehta,31-40,High,Senior,8.2,2018
EMP03824,Kavya,Reddy,Female,40,IT,Senior Developer,Diploma,Divorced,1297389,18,2018-07-04,3,No,No,Hybrid,Andhra Pradesh,P. Rao,31-40,Very High,Senior,8,2018
EMP03825,Kavya,Nair,Male,34,IT,QA Engineer,Bachelor,Married,784895,4,2016-02-01,3,Yes,No,Hybrid,Kerala,A. Sharma,31-40,Medium,Junior,10.4,2016
EMP03826,Nikhil,Reddy,Female,29,Finance,Financial Analyst,MBA,Single,598973,0,2020-12-13,4,No,No,Hybrid,Maharashtra,S. Reddy,21-30,Medium,Fresher,5.6,2020
EMP03827,Rohit,Patel,Male,30,HR,HR Executive,Diploma,Married,645111,6,2026-03-09,4,No,No,Office,Delhi,R. Mehta,21-30,Medium,Mid-Level,0.3,2026
EMP03828,Rohit,Rao,Male,40,Operations,Operations Executive,Master,Divorced,993708,14,2024-02-28,4,No,Yes,Remote,Tamil Nadu,K. Singh,31-40,High,Senior,2.4,2024
EMP03829,Kiran,Nair,Female,43,IT,Senior Developer,MBA,Married,1161527,14,2024-04-07,2,No,Yes,Remote,Delhi,R. Mehta,41-50,High,Senior,2.2,2024
EMP03830,Sai,Singh,Male,32,HR,HR Executive,MBA,Divorced,564282,2,2022-10-21,2,No,Yes,Hybrid,Telangana,R. Mehta,31-40,Medium,Fresher,3.7,2022
EMP03831,Priya,Singh,Male,36,HR,HR Manager,MBA,Married,879615,11,2021-07-03,5,No,Yes,Office,Kerala,R. Mehta,31-40,High,Senior,5,2021
EMP03832,Suresh,Sharma,Female,25,HR,HR Executive,Master,Single,521110,1,2020-07-15,5,No,Yes,Office,Andhra Pradesh,R. Mehta,21-30,Medium,Fresher,6,2020
EMP03833,Meera,Kumar,Female,42,HR,HR Manager,MBA,Married,938587,13,2016-05-10,5,Yes,No,Office,Karnataka,K. Singh,41-50,High,Senior,10.2,2016
EMP03834,Priya,Kumar,Male,43,Finance,Financial Analyst,Diploma,Single,1148637,16,2022-03-24,3,Yes,Yes,Office,Karnataka,P. Rao,41-50,High,Senior,4.3,2022
EMP03835,Aarav,Yadav,Female,42,Sales,Sales Executive,MBA,Divorced,1163377,19,2025-06-11,5,No,No,Remote,Delhi,P. Rao,41-50,High,Senior,1.1,2025
EMP03836,Vivaan,Kumar,Female,39,IT,Senior Developer,Diploma,Single,994629,10,2018-02-10,4,No,Yes,Office,Karnataka,N. Gupta,31-40,High,Mid-Level,8.4,2018
EMP03837,Aisha,Verma,Male,41,IT,Software Engineer,Diploma,Divorced,1127007,14,2023-02-13,5,No,No,Hybrid,Telangana,N. Gupta,41-50,High,Senior,3.4,2023
EMP03838,Sneha,Rao,Male,35,IT,Senior Developer,Diploma,Single,1056711,12,2019-09-02,4,No,Yes,Remote,Delhi,K. Singh,31-40,High,Senior,6.8,2019
EMP03839,Ananya,Rao,Male,22,IT,Senior Developer,MBA,Divorced,654087,0,2015-09-02,5,No,Yes,Hybrid,Andhra Pradesh,N. Gupta,21-30,Medium,Fresher,10.8,2015
EMP03840,Aarav,Kumar,Female,25,Finance,Accountant,Master,Single,681653,1,2017-09-17,5,Yes,Yes,Office,Karnataka,R. Mehta,21-30,Medium,Fresher,8.8,2017
EMP03841,Aarav,Sharma,Female,48,Marketing,Marketing Executive,Diploma,Divorced,1111642,18,2024-03-03,4,No,Yes,Hybrid,Delhi,N. Gupta,41-50,High,Senior,2.3,2024
EMP03842,Pooja,Gupta,Female,39,Sales,Sales Manager,Diploma,Married,859738,10,2025-06-01,3,Yes,Yes,Hybrid,Delhi,P. Rao,31-40,High,Mid-Level,1.1,2025
EMP03843,Sai,Mishra,Female,34,Finance,Financial Analyst,Master,Divorced,732990,4,2019-09-18,5,Yes,No,Hybrid,Kerala,P. Rao,31-40,Medium,Junior,6.8,2019
EMP03844,Rahul,Verma,Male,27,Finance,Financial Analyst,MBA,Divorced,732686,4,2022-12-20,2,Yes,No,Remote,Tamil Nadu,R. Mehta,21-30,Medium,Junior,3.5,2022
EMP03845,Arjun,Patel,Female,26,Operations,Operations Manager,Bachelor,Married,694150,5,2019-12-11,4,No,No,Remote,Telangana,N. Gupta,21-30,Medium,Junior,6.6,2019
EMP03846,Kiran,Verma,Female,35,Sales,Sales Executive,Master,Divorced,920020,12,2022-11-17,2,No,No,Hybrid,Tamil Nadu,P. Rao,31-40,High,Senior,3.6,2022
EMP03847,Pooja,Nair,Female,27,Operations,Operations Manager,MBA,Married,756941,6,2018-03-16,4,No,No,Remote,Kerala,P. Rao,21-30,Medium,Mid-Level,8.3,2018
EMP03848,Kavya,Mishra,Female,40,Marketing,Marketing Executive,Bachelor,Married,909708,11,2020-06-28,5,Yes,Yes,Remote,Kerala,K. Singh,31-40,High,Senior,6,2020
EMP03849,Ishita,Sharma,Female,43,Operations,Operations Manager,MBA,Single,1264279,20,2017-07-26,3,No,No,Hybrid,Tamil Nadu,R. Mehta,41-50,Very High,Senior,8.9,2017
EMP03850,Varun,Rao,Female,37,HR,HR Manager,Diploma,Single,817697,11,2017-10-01,2,No,No,Office,Karnataka,N. Gupta,31-40,High,Senior,8.8,2017
EMP03851,Aditya,Das,Male,30,Marketing,Marketing Executive,Diploma,Divorced,529425,2,2015-03-06,5,No,No,Office,Delhi,R. Mehta,21-30,Medium,Fresher,11.3,2015
EMP03852,Arjun,Gupta,Female,30,Finance,Financial Analyst,Diploma,Divorced,769394,5,2016-07-20,2,No,No,Office,Karnataka,A. Sharma,21-30,Medium,Junior,10,2016
EMP03853,Pooja,Reddy,Male,31,IT,QA Engineer,Master,Divorced,832316,4,2021-09-02,3,No,No,Office,Telangana,P. Rao,31-40,High,Junior,4.8,2021
EMP03854,Arjun,Patel,Male,29,Operations,Operations Executive,Bachelor,Single,557298,1,2018-02-21,3,No,Yes,Hybrid,Maharashtra,N. Gupta,21-30,Medium,Fresher,8.4,2018
EMP03855,Sai,Mishra,Male,37,Marketing,Marketing Executive,Bachelor,Divorced,832934,10,2024-12-06,3,No,No,Remote,Karnataka,P. Rao,31-40,High,Mid-Level,1.6,2024
EMP03856,Varun,Yadav,Male,31,IT,Software Engineer,MBA,Single,740630,2,2026-02-06,5,No,No,Remote,Karnataka,A. Sharma,31-40,Medium,Fresher,0.4,2026
EMP03857,Sneha,Nair,Female,43,Finance,Financial Analyst,Bachelor,Divorced,1249319,19,2023-01-20,2,Yes,Yes,Remote,Tamil Nadu,S. Reddy,41-50,Very High,Senior,3.5,2023
EMP03858,Priya,Mishra,Female,33,Finance,Accountant,Bachelor,Divorced,817800,7,2024-03-27,4,Yes,Yes,Remote,Kerala,K. Singh,31-40,High,Mid-Level,2.3,2024
EMP03859,Aditya,Kumar,Female,50,Sales,Sales Executive,Master,Divorced,1205391,20,2019-04-02,3,No,No,Hybrid,Maharashtra,K. Singh,41-50,Very High,Senior,7.3,2019
EMP03860,Aisha,Rao,Female,25,HR,HR Manager,Bachelor,Single,617755,4,2021-03-19,4,No,No,Office,Telangana,P. Rao,21-30,Medium,Junior,5.3,2021
EMP03861,Kavya,Patel,Female,33,Operations,Operations Manager,Master,Married,926990,12,2024-09-23,2,Yes,No,Remote,Telangana,K. Singh,31-40,High,Senior,1.8,2024
EMP03862,Pooja,Naidu,Female,33,Operations,Operations Manager,Master,Single,815990,8,2024-02-05,2,No,No,Remote,Kerala,R. Mehta,31-40,High,Mid-Level,2.4,2024
EMP03863,Arjun,Sharma,Female,27,Marketing,Marketing Executive,Master,Married,477341,0,2025-12-27,4,No,Yes,Hybrid,Delhi,A. Sharma,21-30,Low,Fresher,0.5,2025
EMP03864,Sai,Kumar,Female,35,Finance,Accountant,Master,Single,846234,7,2025-03-26,4,Yes,Yes,Office,Karnataka,S. Reddy,31-40,High,Mid-Level,1.3,2025
EMP03865,Kiran,Verma,Female,28,Finance,Accountant,Diploma,Single,803626,5,2015-03-02,5,No,Yes,Office,Tamil Nadu,R. Mehta,21-30,High,Junior,11.4,2015
EMP03866,Vivaan,Sharma,Female,41,Finance,Financial Analyst,Bachelor,Divorced,1113400,15,2018-08-05,3,Yes,Yes,Office,Telangana,K. Singh,41-50,High,Senior,7.9,2018
EMP03867,Kiran,Singh,Male,25,Finance,Accountant,Bachelor,Single,634634,1,2023-05-14,5,No,No,Office,Karnataka,K. Singh,21-30,Medium,Fresher,3.1,2023
EMP03868,Suresh,Yadav,Female,36,Operations,Operations Manager,Diploma,Divorced,760987,7,2019-03-27,5,No,No,Remote,Karnataka,N. Gupta,31-40,Medium,Mid-Level,7.3,2019
EMP03869,Aisha,Das,Female,43,HR,HR Manager,Master,Divorced,1029970,17,2021-08-03,3,No,No,Office,Maharashtra,P. Rao,41-50,High,Senior,4.9,2021
EMP03870,Aditya,Rao,Female,34,Sales,Sales Manager,Bachelor,Married,721320,6,2019-09-09,4,Yes,No,Hybrid,Tamil Nadu,S. Reddy,31-40,Medium,Mid-Level,6.8,2019
EMP03871,Rohit,Rao,Male,34,IT,QA Engineer,MBA,Divorced,799546,5,2017-07-09,2,Yes,Yes,Hybrid,Tamil Nadu,R. Mehta,31-40,Medium,Junior,9,2017
EMP03872,Neha,Kapoor,Female,40,Finance,Financial Analyst,Diploma,Married,1209261,18,2024-08-12,4,No,No,Hybrid,Andhra Pradesh,S. Reddy,31-40,Very High,Senior,1.9,2024
EMP03873,Arjun,Verma,Male,45,Sales,Sales Manager,MBA,Married,1248270,20,2022-10-25,2,No,No,Hybrid,Telangana,N. Gupta,41-50,Very High,Senior,3.7,2022
EMP03874,Sai,Das,Male,39,IT,Senior Developer,Bachelor,Divorced,977625,9,2018-06-11,5,Yes,No,Hybrid,Tamil Nadu,P. Rao,31-40,High,Mid-Level,8.1,2018
EMP03875,Aditya,Patel,Female,45,HR,HR Manager,Master,Single,1108650,18,2024-09-15,5,No,No,Hybrid,Karnataka,R. Mehta,41-50,High,Senior,1.8,2024
EMP03876,Ishita,Reddy,Female,45,Finance,Financial Analyst,Master,Married,1145391,15,2018-09-13,3,Yes,No,Office,Kerala,A. Sharma,41-50,High,Senior,7.8,2018
EMP03877,Meera,Gupta,Female,40,Operations,Operations Executive,MBA,Married,1223058,19,2023-10-07,3,No,Yes,Hybrid,Maharashtra,P. Rao,31-40,Very High,Senior,2.7,2023
EMP03878,Rohit,Joshi,Female,29,Marketing,Digital Marketer,MBA,Single,660425,6,2017-03-06,5,Yes,Yes,Remote,Maharashtra,S. Reddy,21-30,Medium,Mid-Level,9.3,2017
EMP03879,Priya,Yadav,Male,31,Sales,Sales Manager,MBA,Married,601202,2,2025-05-15,2,No,No,Office,Maharashtra,R. Mehta,31-40,Medium,Fresher,1.1,2025
EMP03880,Rahul,Gupta,Male,48,Marketing,Digital Marketer,MBA,Single,1156730,19,2021-06-22,2,No,No,Office,Tamil Nadu,A. Sharma,41-50,High,Senior,5,2021
EMP03881,Nikhil,Kapoor,Male,33,HR,HR Manager,Diploma,Single,826997,11,2026-03-31,3,No,No,Remote,Andhra Pradesh,R. Mehta,31-40,High,Senior,0.3,2026
EMP03882,Vivaan,Sharma,Female,39,Operations,Operations Executive,Master,Married,911187,11,2017-08-13,3,No,No,Hybrid,Andhra Pradesh,R. Mehta,31-40,High,Senior,8.9,2017
EMP03883,Arjun,Kapoor,Female,38,IT,QA Engineer,Bachelor,Divorced,975356,8,2020-02-11,5,No,No,Office,Andhra Pradesh,N. Gupta,31-40,High,Mid-Level,6.4,2020
EMP03884,Ishita,Sharma,Male,35,Sales,Sales Manager,MBA,Married,995199,14,2025-01-25,3,No,No,Remote,Andhra Pradesh,P. Rao,31-40,High,Senior,1.4,2025
EMP03885,Priya,Mishra,Female,49,Finance,Accountant,Diploma,Divorced,1290807,20,2026-03-26,3,No,No,Remote,Andhra Pradesh,N. Gupta,41-50,Very High,Senior,0.3,2026
EMP03886,Sneha,Joshi,Female,38,Operations,Operations Manager,Bachelor,Married,842022,9,2020-05-02,2,Yes,No,Remote,Delhi,S. Reddy,31-40,High,Mid-Level,6.2,2020
EMP03887,Kiran,Gupta,Male,35,Sales,Sales Executive,Bachelor,Single,950797,12,2021-01-23,3,Yes,Yes,Remote,Kerala,N. Gupta,31-40,High,Senior,5.4,2021
EMP03888,Kavya,Das,Female,38,Sales,Sales Executive,MBA,Divorced,833452,10,2021-04-14,5,No,Yes,Hybrid,Andhra Pradesh,K. Singh,31-40,High,Mid-Level,5.2,2021
EMP03889,Meera,Yadav,Female,35,HR,HR Manager,Diploma,Divorced,715448,8,2020-06-28,4,No,No,Office,Andhra Pradesh,P. Rao,31-40,Medium,Mid-Level,6,2020
EMP03890,Sneha,Joshi,Female,44,Sales,Sales Manager,MBA,Single,1124574,17,2018-01-28,5,No,No,Remote,Telangana,R. Mehta,41-50,High,Senior,8.4,2018
EMP03891,Varun,Nair,Female,32,IT,System Admin,Bachelor,Divorced,764797,2,2020-07-23,3,No,Yes,Hybrid,Delhi,P. Rao,31-40,Medium,Fresher,6,2020
EMP03892,Pooja,Reddy,Female,28,Operations,Operations Manager,Bachelor,Divorced,681505,4,2019-11-26,3,No,No,Hybrid,Karnataka,N. Gupta,21-30,Medium,Junior,6.6,2019
EMP03893,Aisha,Kumar,Female,39,Marketing,Marketing Executive,Diploma,Married,992854,14,2024-04-12,2,Yes,No,Hybrid,Tamil Nadu,S. Reddy,31-40,High,Senior,2.2,2024
EMP03894,Rahul,Verma,Male,33,Operations,Operations Manager,MBA,Single,725562,6,2018-02-25,2,No,Yes,Office,Andhra Pradesh,S. Reddy,31-40,Medium,Mid-Level,8.4,2018
EMP03895,Kavya,Das,Male,25,Sales,Sales Executive,Bachelor,Single,540400,0,2019-10-27,5,No,No,Office,Telangana,A. Sharma,21-30,Medium,Fresher,6.7,2019
EMP03896,Ishita,Patel,Male,43,Sales,Sales Executive,Bachelor,Single,1040485,15,2017-11-29,2,No,Yes,Office,Tamil Nadu,R. Mehta,41-50,High,Senior,8.6,2017
EMP03897,Kavya,Das,Female,38,Operations,Operations Manager,Bachelor,Single,875012,10,2016-02-09,2,No,No,Office,Maharashtra,S. Reddy,31-40,High,Mid-Level,10.4,2016
EMP03898,Suresh,Rao,Male,33,Marketing,Marketing Executive,Bachelor,Single,735998,6,2018-04-25,5,No,No,Remote,Andhra Pradesh,K. Singh,31-40,Medium,Mid-Level,8.2,2018
EMP03899,Rohit,Reddy,Female,36,HR,HR Executive,Bachelor,Married,690913,7,2019-06-16,3,No,No,Hybrid,Delhi,P. Rao,31-40,Medium,Mid-Level,7.1,2019
EMP03900,Aarav,Gupta,Female,38,HR,HR Manager,Master,Divorced,816433,11,2016-09-04,4,No,No,Office,Telangana,S. Reddy,31-40,High,Senior,9.8,2016
EMP03901,Vivaan,Kapoor,Male,46,HR,HR Manager,Bachelor,Married,1024950,16,2016-06-10,3,Yes,No,Office,Telangana,S. Reddy,41-50,High,Senior,10.1,2016
EMP03902,Ishita,Nair,Female,48,Operations,Operations Executive,MBA,Single,1229321,20,2017-01-12,5,No,No,Office,Maharashtra,N. Gupta,41-50,Very High,Senior,9.5,2017
EMP03903,Ishita,Mishra,Female,33,IT,QA Engineer,Bachelor,Married,919853,8,2020-12-24,4,No,Yes,Remote,Karnataka,N. Gupta,31-40,High,Mid-Level,5.5,2020
EMP03904,Aditya,Sharma,Male,36,Finance,Financial Analyst,MBA,Married,1115354,15,2019-04-04,3,No,No,Office,Maharashtra,R. Mehta,31-40,High,Senior,7.3,2019
EMP03905,Ananya,Kumar,Male,44,HR,HR Manager,Bachelor,Divorced,1197694,20,2018-12-04,5,No,No,Remote,Kerala,S. Reddy,41-50,High,Senior,7.6,2018
EMP03906,Rahul,Gupta,Female,32,Finance,Accountant,MBA,Single,997208,11,2023-06-12,5,Yes,Yes,Remote,Tamil Nadu,P. Rao,31-40,High,Senior,3.1,2023
